,Artist,Position,Streams,Track Name,Week,acousticness,album,artist_top_genre,danceability,energy,instrumentalness,length,liveness,loudness,popularity,release_date,speechiness,tempo,time_signature
9519,Lewis Capaldi,120.0,400618.0,Hold Me While You Wait,2020-09-04--2020-09-11,0.443,Divinely Uninspired To A Hellish Extent,pop,0.688,0.53,0.0,205686.0,0.0995,-5.507,82.0,2019-05-17,0.0333,106.958,4.0
9520,Dominic Fike,121.0,396328.0,3 Nights,2020-09-04--2020-09-11,0.223,"Don't Forget About Me, Demos",alternative pop rock,0.815,0.518,0.0,177666.0,0.104,-6.594,70.0,2018-10-16,0.0897,151.891,4.0
9521,Polo G,122.0,393398.0,Martin & Gina,2020-09-04--2020-09-11,0.345,THE GOAT,chicago rap,0.832,0.534,0.0,132832.0,0.165,-7.813,86.0,2020-05-15,0.253,93.924,4.0
9522,Doja Cat,123.0,390102.0,Say So,2020-09-04--2020-09-11,0.256,Hot Pink,la indie,0.787,0.673,3.57e-06,237893.0,0.0904,-4.577,86.0,2019-11-07,0.158,110.962,4.0
9523,BANNERS,124.0,389139.0,Someone To You,2020-09-04--2020-09-11,0.00517,Where The Shadow Ends,indie poptimism,0.52,0.903,0.0,219801.0,0.254,-5.497,78.0,2019-10-04,0.042,74.988,4.0
9524,Juice WRLD,125.0,388872.0,Righteous,2020-09-04--2020-09-11,0.0417,Legends Never Die,chicago rap,0.706,0.625,0.0,242180.0,0.129,-7.426,84.0,2020-07-10,0.0314,142.948,4.0
9525,salem ilese,126.0,388436.0,Mad at Disney,2020-09-04--2020-09-11,0.424,Mad at Disney,modern indie pop,0.738,0.621,7.39e-06,136838.0,0.692,-7.313,89.0,2020-07-24,0.0486,113.968,4.0
9526,Ed Sheeran,127.0,386828.0,Beautiful People (feat. Khalid),2020-09-04--2020-09-11,0.124,No.6 Collaborations Project,pop,0.64,0.647,0.0,197866.0,0.0801,-8.114,77.0,2019-07-12,0.186,92.979,4.0
9527,Fleetwood Mac,128.0,386395.0,Go Your Own Way - 2004 Remaster,2020-09-04--2020-09-11,0.0185,Rumours,album rock,0.583,0.947,0.00109,223613.0,0.0679,-5.12,76.0,1977-02-04,0.0378,135.448,4.0
9528,Travis Scott,129.0,386155.0,SICKO MODE,2020-09-04--2020-09-11,0.00513,ASTROWORLD,rap,0.834,0.73,0.0,312820.0,0.124,-3.714,88.0,2018-08-03,0.222,155.008,4.0
9529,Headie One,130.0,385779.0,Both,2020-09-04--2020-09-11,0.565,Music x Road,uk hip hop,0.751,0.674,0.000266,213586.0,0.114,-7.101,68.0,2019-08-23,0.212,145.808,4.0
9530,Whitney Houston,131.0,385622.0,I Wanna Dance with Somebody (Who Loves Me),2020-09-04--2020-09-11,0.207,Whitney,dance pop,0.709,0.824,0.000307,291293.0,0.0888,-8.824,82.0,1987-06-02,0.0453,118.818,4.0
9531,Ed Sheeran,132.0,384051.0,I Don't Care (with Justin Bieber),2020-09-04--2020-09-11,0.0902,No.6 Collaborations Project,pop,0.798,0.676,0.0,219946.0,0.0894,-5.041,79.0,2019-07-12,0.0442,101.956,4.0
9532,Curtis Waters,133.0,381732.0,Stunnin' (feat. Harm Franklin),2020-09-04--2020-09-11,0.33,Stunnin' (feat. Harm Franklin),Missing,0.885,0.685,0.0,144000.0,0.148,-6.429,85.0,2020-05-19,0.0627,99.954,4.0
9533,Billie Eilish,134.0,381422.0,everything i wanted,2020-09-04--2020-09-11,0.902,everything i wanted,electropop,0.704,0.225,0.657,245425.0,0.106,-14.454,87.0,2019-11-13,0.0994,120.006,4.0
9534,George Ezra,135.0,380311.0,Shotgun,2020-09-04--2020-09-11,0.286,Staying at Tamara's,folk-pop,0.672,0.735,0.0,201287.0,0.242,-4.733,79.0,2018-03-23,0.0457,115.741,4.0
9535,Lil Tjay,136.0,379031.0,F.N,2020-09-04--2020-09-11,0.354,True 2 Myself,brooklyn drill,0.567,0.515,0.0,224000.0,0.078,-10.265,81.0,2019-10-11,0.247,120.1,1.0
9536,Joel Corry,137.0,378329.0,Sorry,2020-09-04--2020-09-11,0.0547,Sorry,dance pop,0.744,0.79,0.000802,188640.0,0.32,-4.617,71.0,2019-04-05,0.0562,125.002,4.0
9537,Arizona Zervas,138.0,377793.0,ROXANNE,2020-09-04--2020-09-11,0.0522,ROXANNE,pop rap,0.621,0.601,0.0,163636.0,0.46,-5.616,87.0,2019-10-10,0.148,116.735,5.0
9538,Pop Smoke,139.0,376718.0,Hello (feat. A Boogie Wit da Hoodie),2020-09-04--2020-09-11,0.0187,Shoot For The Stars Aim For The Moon (Deluxe),brooklyn drill,0.905,0.647,0.0,190534.0,0.282,-5.065,85.0,2020-07-20,0.107,130.97,4.0
9539,Nines,140.0,376225.0,Energy (feat. Skrapz),2020-09-04--2020-09-11,0.121,Crabs In A Bucket,grime,0.663,0.613,0.0,195583.0,0.0849,-5.349,61.0,2020-08-28,0.331,159.874,4.0
9540,Juice WRLD,141.0,376104.0,Hate The Other Side (with Marshmello & The Kid Laroi),2020-09-04--2020-09-11,0.291,Legends Never Die,chicago rap,0.701,0.65,0.0,160212.0,0.112,-6.313,84.0,2020-07-10,0.104,90.003,4.0
9541,Fleetwood Mac,142.0,376055.0,Dreams - 2004 Remaster,2020-09-04--2020-09-11,0.0644,Rumours (Super Deluxe),album rock,0.828,0.492,0.00428,257800.0,0.128,-9.744,89.0,1977-02-04,0.0276,120.151,4.0
9542,James Arthur,143.0,375280.0,Say You Won't Let Go,2020-09-04--2020-09-11,0.695,Back from the Edge,pop,0.358,0.557,0.0,211466.0,0.0902,-7.398,85.0,2016-10-28,0.059,85.043,4.0
9543,Regard,144.0,375009.0,Ride It,2020-09-04--2020-09-11,0.177,Ride It,edm,0.88,0.751,6.43e-05,157605.0,0.106,-4.258,87.0,2019-07-26,0.0874,117.948,4.0
9544,XXXTENTACION,145.0,374041.0,Jocelyn Flores,2020-09-04--2020-09-11,0.469,17,emo rap,0.872,0.391,4.13e-06,119133.0,0.297,-9.144,87.0,2017-08-25,0.242,134.021,4.0
9545,Fleetwood Mac,146.0,373658.0,The Chain - 2004 Remaster,2020-09-04--2020-09-11,0.009,Rumours (Super Deluxe),album rock,0.545,0.67,0.000822,270213.0,0.0451,-8.81,82.0,1977-02-04,0.0496,151.553,4.0
9546,Fleetwood Mac,147.0,372071.0,Everywhere - 2017 Remaster,2020-09-04--2020-09-11,0.258,Tango In the Night (Deluxe Edition),album rock,0.73,0.487,0.01,226653.0,0.0852,-10.991,79.0,1987-04-13,0.0303,114.965,4.0
9547,Fredo,148.0,371115.0,Daily Duppy (feat. GRM Daily),2020-09-04--2020-09-11,0.105,Daily Duppy (feat. GRM Daily),grime,0.591,0.859,0.0,369405.0,0.141,-4.451,66.0,2020-08-17,0.356,113.087,5.0
9548,Polo G,149.0,371013.0,21,2020-09-04--2020-09-11,0.149,THE GOAT,chicago rap,0.783,0.479,0.0,163797.0,0.101,-10.646,84.0,2020-05-15,0.541,176.027,4.0
9549,Dave,150.0,369174.0,Thiago Silva,2020-09-04--2020-09-11,0.0641,Thiago Silva,uk hip hop,0.667,0.673,4e-06,201963.0,0.0975,-7.574,70.0,2016-05-13,0.323,144.256,4.0
9550,Bryan Adams,151.0,365981.0,Summer Of '69,2020-09-04--2020-09-11,0.0115,Reckless,album rock,0.505,0.71,2.58e-06,216973.0,0.0977,-10.853,49.0,1984-01-01,0.0371,138.907,4.0
9551,Tame Impala,152.0,365695.0,The Less I Know The Better,2020-09-04--2020-09-11,0.0115,Currents,australian psych,0.64,0.74,0.00678,216320.0,0.167,-4.083,85.0,2015-07-17,0.0284,116.879,4.0
9552,D-Block Europe,153.0,362261.0,We Won,2020-09-04--2020-09-11,0.122,We Won,uk hip hop,0.817,0.467,0.0,180000.0,0.0746,-10.385,65.0,2020-08-06,0.0596,108.015,4.0
9553,Rudimental,154.0,361187.0,Come Over (feat. Anne-Marie & Tion Wayne),2020-09-04--2020-09-11,0.0442,Come Over (feat. Anne-Marie & Tion Wayne),dance pop,0.797,0.672,0.0027,206657.0,0.149,-6.135,73.0,2020-08-28,0.0477,131.978,4.0
9554,Abra Cadabra,155.0,359043.0,On Deck,2020-09-04--2020-09-11,0.407,On Deck,uk drill,0.482,0.749,0.0,179534.0,0.0911,-7.597,69.0,2020-07-16,0.317,108.557,3.0
9555,Journey,156.0,358974.0,Don't Stop Believin',2020-09-04--2020-09-11,0.127,Escape,album rock,0.5,0.748,0.0,250986.0,0.447,-9.072,80.0,1981,0.0363,118.852,4.0
9556,MEDUZA,157.0,358924.0,Lose Control,2020-09-04--2020-09-11,0.129,Lose Control,brazilian edm,0.598,0.526,0.0,168387.0,0.14,-8.659,85.0,2019-10-11,0.0415,123.935,4.0
9557,Sam Feldt,158.0,358324.0,Post Malone (feat. RANI),2020-09-04--2020-09-11,0.0771,Post Malone (feat. RANI) [Joe Stone Remix],dance pop,0.59,0.642,0.0,174444.0,0.105,-3.87,74.0,2019-08-16,0.122,107.356,4.0
9558,Miley Cyrus,159.0,357342.0,When I Look At You,2020-09-04--2020-09-11,0.142,The Time Of Our Lives (International Version),dance pop,0.459,0.545,0.0,248586.0,0.105,-4.874,80.0,2009-01-01,0.0282,137.941,3.0
9559,Surf Mesa,160.0,356933.0,ily (i love you baby) (feat. Emilee),2020-09-04--2020-09-11,0.0686,ily (i love you baby) (feat. Emilee),tropical house,0.674,0.774,0.00188,176546.0,0.393,-7.567,89.0,2019-11-26,0.0892,112.05,4.0
9560,Bugzy Malone,161.0,356696.0,M.E.N III,2020-09-04--2020-09-11,0.54,M.E.N III,grime,0.565,0.68,0.0,223482.0,0.258,-9.218,65.0,2020-08-06,0.414,95.519,4.0
9561,Electric Light Orchestra,162.0,355973.0,Mr. Blue Sky,2020-09-04--2020-09-11,0.652,Out of the Blue,album rock,0.388,0.338,3.72e-06,303373.0,0.248,-10.054,80.0,1977,0.0328,177.784,4.0
9562,Dua Lipa,163.0,353399.0,Physical,2020-09-04--2020-09-11,0.0137,Future Nostalgia,dance pop,0.647,0.844,0.000658,193829.0,0.102,-3.756,81.0,2020-03-27,0.0457,146.967,4.0
9563,Kendrick Lamar,164.0,352493.0,Money Trees,2020-09-04--2020-09-11,0.0703,"good kid, m.A.A.d city",conscious hip hop,0.716,0.531,0.0,386906.0,0.224,-7.355,78.0,2012,0.122,71.994,4.0
9564,The Kooks,165.0,350519.0,Naive,2020-09-04--2020-09-11,0.0759,Inside In / Inside Out,brighton indie,0.391,0.808,0.0,203506.0,0.149,-6.209,73.0,2006-01-01,0.0892,100.304,4.0
9565,Arctic Monkeys,166.0,348247.0,Fluorescent Adolescent,2020-09-04--2020-09-11,0.00178,Favourite Worst Nightmare (Standard Version),garage rock,0.646,0.813,2.26e-05,173493.0,0.144,-5.29,68.0,2007-04-24,0.0288,112.115,4.0
9566,Don Toliver,167.0,347504.0,After Party,2020-09-04--2020-09-11,0.00981,Heaven Or Hell,rap,0.629,0.692,0.331,167915.0,0.603,-8.045,86.0,2020-03-13,0.0376,162.948,4.0
9567,Dean Lewis,168.0,346090.0,Be Alright,2020-09-04--2020-09-11,0.705,A Place We Knew,australian pop,0.551,0.537,0.0,196493.0,0.0802,-7.595,77.0,2019-03-22,0.034,126.421,4.0
9568,Billie Eilish,169.0,345420.0,lovely (with Khalid),2020-09-04--2020-09-11,0.934,lovely (with Khalid),electropop,0.351,0.296,0.0,200185.0,0.095,-10.109,88.0,2018-04-19,0.0333,115.284,4.0
9569,Popcaan,170.0,345051.0,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),2020-09-04--2020-09-11,0.478,FIXTAPE,dancehall,0.571,0.747,0.0,259651.0,0.116,-4.659,74.0,2020-08-07,0.17,106.253,4.0
9570,Marshmello,171.0,344882.0,Be Kind (with Halsey),2020-09-04--2020-09-11,0.00776,Be Kind (with Halsey),brostep,0.63,0.633,0.0,172761.0,0.0541,-7.088,87.0,2020-05-01,0.0457,93.995,4.0
9571,Abra Cadabra,172.0,344163.0,"On Deck (Remix) [feat. Rv, Kush, Double Lz, Bandokay, Lowkey OFB & Dezzie]",2020-09-04--2020-09-11,0.213,"On Deck (Remix) [feat. Rv, Kush, Double Lz, Bandokay, Lowkey OFB & Dezzie]",uk drill,0.71,0.801,0.0,269217.0,0.616,-6.535,66.0,2020-08-20,0.248,142.038,4.0
9572,Nines,173.0,343900.0,Ringaling (feat. Headie One and Odeal),2020-09-04--2020-09-11,0.0404,Crabs In A Bucket,grime,0.891,0.89,0.000187,170847.0,0.0944,-4.971,61.0,2020-08-28,0.236,101.998,4.0
9573,Miley Cyrus,174.0,342191.0,Party In The U.S.A.,2020-09-04--2020-09-11,0.00112,The Time Of Our Lives (International Version),dance pop,0.652,0.698,0.000115,202066.0,0.0886,-4.667,79.0,2009-01-01,0.042,96.021,4.0
9574,blackbear,175.0,342110.0,hot girl bummer,2020-09-04--2020-09-11,0.125,everything means nothing,pop,0.782,0.559,0.0,188343.0,0.385,-7.106,85.0,2020-08-21,0.0767,129.992,1.0
9575,Dave,176.0,341766.0,Professor X,2020-09-04--2020-09-11,0.11,Professor X,uk hip hop,0.891,0.675,0.0,217704.0,0.275,-6.892,69.0,2019-09-13,0.152,127.012,4.0
9576,Young T & Bugsey,177.0,341045.0,Strike a Pose (feat. Aitch),2020-09-04--2020-09-11,0.0119,Plead The 5th,afroswing,0.525,0.578,1.9e-05,213226.0,0.102,-5.803,60.0,2020-03-20,0.11,140.027,5.0
9577,Shawn Mendes,178.0,338958.0,Señorita,2020-09-04--2020-09-11,0.0392,Shawn Mendes (Deluxe),canadian pop,0.759,0.548,0.0,190799.0,0.0828,-6.049,82.0,2019-06-19,0.029,116.967,4.0
9578,Taylor Swift,179.0,338604.0,the 1,2020-09-04--2020-09-11,0.757,folklore,dance pop,0.777,0.357,7.28e-06,210251.0,0.108,-6.942,82.0,2020-07-24,0.0522,139.883,4.0
9579,Khalid,180.0,337614.0,Know Your Worth,2020-09-04--2020-09-11,0.145,Know Your Worth,alternative r&b,0.79,0.694,0.00252,181436.0,0.281,-7.726,82.0,2020-02-04,0.0708,103.007,4.0
9580,Mabel,181.0,337596.0,Don't Call Me Up,2020-09-04--2020-09-11,0.296,Ivy To Roses (Mixtape),dance pop,0.674,0.881,3.01e-06,178480.0,0.0793,-2.853,81.0,2019-01-18,0.147,98.994,4.0
9581,XXXTENTACION,182.0,336526.0,SAD!,2020-09-04--2020-09-11,0.258,?,emo rap,0.74,0.613,0.00372,166605.0,0.123,-4.88,86.0,2018-03-16,0.145,75.023,4.0
9582,The Kooks,183.0,336223.0,She Moves In Her Own Way,2020-09-04--2020-09-11,0.239,Inside In / Inside Out,brighton indie,0.41,0.803,0.0,169306.0,0.103,-5.363,71.0,2006-01-01,0.0623,153.315,4.0
9583,Imagine Dragons,184.0,335983.0,Believer,2020-09-04--2020-09-11,0.0622,Evolve,modern rock,0.776,0.78,0.0,204346.0,0.081,-4.374,87.0,2017-06-23,0.128,124.949,4.0
9584,Post Malone,185.0,335708.0,rockstar (feat. 21 Savage),2020-09-04--2020-09-11,0.124,beerbongs & bentleys,dfw rap,0.585,0.52,7.01e-05,218146.0,0.131,-6.136,85.0,2018-04-27,0.0712,159.801,4.0
9585,TOTO,186.0,334505.0,Africa,2020-09-04--2020-09-11,0.257,Toto IV,album rock,0.671,0.373,8.01e-05,295893.0,0.0481,-18.064,83.0,1982-04-08,0.0323,92.718,4.0
9586,Noah Cyrus,187.0,333575.0,July,2020-09-04--2020-09-11,0.868,THE END OF EVERYTHING,pop,0.708,0.186,0.0,156106.0,0.0779,-8.953,84.0,2020-05-15,0.042,72.541,4.0
9587,Passenger,188.0,333144.0,Let Her Go,2020-09-04--2020-09-11,0.385,All The Little Lights,folk-pop,0.509,0.538,0.0,252866.0,0.104,-7.335,69.0,2012,0.0572,75.089,4.0
9588,Becky Hill,189.0,333069.0,Better Off Without You (feat. Shift K3Y),2020-09-04--2020-09-11,0.0566,Better Off Without You (feat. Shift K3Y),dance pop,0.682,0.855,1e-06,198742.0,0.101,-3.282,72.0,2020-01-10,0.0401,124.004,4.0
9589,Pop Smoke,190.0,332436.0,Enjoy Yourself (feat. Karol G),2020-09-04--2020-09-11,0.389,Shoot For The Stars Aim For The Moon,brooklyn drill,0.764,0.676,0.0,197938.0,0.215,-6.761,73.0,2020-07-03,0.0927,97.02,4.0
9590,Queen,191.0,330742.0,Don't Stop Me Now - 2011 Mix,2020-09-04--2020-09-11,0.0475,Jazz (2011 Remaster),classic rock,0.559,0.868,0.000176,209413.0,0.776,-5.276,81.0,1978-11-10,0.17,156.295,4.0
9591,Oasis,192.0,330553.0,Don't Look Back in Anger - Remastered,2020-09-04--2020-09-11,0.0708,(What's The Story) Morning Glory? [Remastered],beatlesque,0.327,0.938,3.79e-06,289560.0,0.148,-3.237,71.0,1995-10-02,0.0645,162.937,4.0
9592,Snow Patrol,193.0,330544.0,Chasing Cars,2020-09-04--2020-09-11,0.209,Eyes Open,irish rock,0.563,0.592,5.08e-05,267933.0,0.132,-4.571,78.0,2006-01-01,0.0276,104.016,4.0
9593,Kygo,194.0,329105.0,What's Love Got to Do with It,2020-09-04--2020-09-11,0.275,What's Love Got to Do with It,edm,0.75,0.664,0.0,208156.0,0.0632,-5.908,83.0,2020-07-17,0.154,105.023,4.0
9594,Burna Boy,195.0,328517.0,Real Life (feat. Stormzy),2020-09-04--2020-09-11,0.147,Twice As Tall,afro dancehall,0.594,0.568,4.01e-05,197933.0,0.339,-7.268,71.0,2020-08-13,0.0701,132.348,5.0
9595,Internet Money,196.0,328428.0,Blastoff (feat. Juice Wrld & Trippie Redd),2020-09-04--2020-09-11,0.114,B4 The Storm,pop rap,0.761,0.517,0.0,174729.0,0.157,-6.916,82.0,2020-08-29,0.0927,147.912,4.0
9596,flora cash,197.0,328276.0,You're Somebody Else,2020-09-04--2020-09-11,0.847,"Baby, It's Okay",indie pop,0.706,0.46,0.00796,219013.0,0.106,-9.061,72.0,2020-03-06,0.0296,102.984,4.0
9597,Trevor Daniel,198.0,325505.0,Falling,2020-09-04--2020-09-11,0.123,Nicotine,alternative r&b,0.784,0.43,0.0,159381.0,0.0887,-8.756,78.0,2020-03-26,0.0364,127.087,4.0
9598,Hozier,199.0,323903.0,Take Me To Church,2020-09-04--2020-09-11,0.634,Hozier,irish singer-songwriter,0.566,0.664,0.0,241688.0,0.116,-5.303,81.0,2014-07-20,0.0464,128.945,4.0
9599,SL,200.0,320275.0,Gentleman,2020-09-04--2020-09-11,0.594,Gentleman,uk hip hop,0.953,0.277,0.0,189936.0,0.0929,-14.465,72.0,2017-03-29,0.633,119.994,4.0
9600,24kGoldn,1.0,3600763.0,Mood (feat. iann dior),2020-09-11--2020-09-18,0.221,Mood (feat. iann dior),cali rap,0.7,0.722,0.0,140525.0,0.272,-3.558,100.0,2020-07-24,0.0369,90.989,4.0
9601,Cardi B,2.0,3590854.0,WAP (feat. Megan Thee Stallion),2020-09-11--2020-09-18,0.0194,WAP (feat. Megan Thee Stallion),pop,0.935,0.454,0.0,187541.0,0.0824,-7.509,98.0,2020-08-07,0.375,133.073,4.0
9602,Joel Corry,3.0,3053152.0,Head & Heart (feat. MNEK),2020-09-11--2020-09-18,0.168,Head & Heart (feat. MNEK),dance pop,0.734,0.874,1.14e-05,166028.0,0.0489,-3.158,94.0,2020-07-03,0.0662,122.953,4.0
9603,Headie One,4.0,2576143.0,Ain't It Different (feat. AJ Tracey & Stormzy),2020-09-11--2020-09-18,0.00988,Ain't It Different (feat. AJ Tracey & Stormzy),uk hip hop,0.767,0.569,1.45e-05,196363.0,0.109,-6.805,82.0,2020-08-20,0.216,77.052,4.0
9604,Nathan Dawe,5.0,2098854.0,Lighter (feat. KSI),2020-09-11--2020-09-18,0.0214,Lighter (feat. KSI),house,0.703,0.837,4.45e-05,182439.0,0.104,-3.606,80.0,2020-07-24,0.0395,124.953,4.0
9605,Pop Smoke,6.0,2082644.0,Mood Swings (feat. Lil Tjay),2020-09-11--2020-09-18,0.487,Shoot For The Stars Aim For The Moon,brooklyn drill,0.48,0.602,0.0,213333.0,0.0848,-6.335,92.0,2020-07-03,0.368,179.798,4.0
9606,Drake,7.0,2008549.0,Laugh Now Cry Later (feat. Lil Durk),2020-09-11--2020-09-18,0.244,Laugh Now Cry Later (feat. Lil Durk),canadian hip hop,0.761,0.518,3.47e-05,261492.0,0.107,-8.871,95.0,2020-08-14,0.134,133.976,4.0
9607,DaBaby,8.0,1919753.0,ROCKSTAR (feat. Roddy Ricch),2020-09-11--2020-09-18,0.247,BLAME IT ON BABY,north carolina hip hop,0.746,0.69,0.0,181733.0,0.101,-7.956,95.0,2020-04-17,0.164,89.977,4.0
9608,DJ Khaled,9.0,1798526.0,GREECE (feat. Drake),2020-09-11--2020-09-18,0.0743,GREECE (feat. Drake),dance pop,0.695,0.343,1.04e-06,218901.0,0.107,-10.798,89.0,2020-07-16,0.0432,85.84,4.0
9609,Paul Woolford,10.0,1723251.0,Looking for Me,2020-09-11--2020-09-18,0.00441,Looking for Me,deep groove house,0.641,0.529,0.000862,211452.0,0.0809,-11.536,80.0,2020-06-24,0.0288,121.027,4.0
9610,Jawsh 685,11.0,1688886.0,Savage Love (Laxed - Siren Beat),2020-09-11--2020-09-18,0.234,Savage Love (Laxed - Siren Beat),nz pop,0.767,0.481,0.0,171374.0,0.269,-8.52,93.0,2020-06-11,0.0803,150.076,4.0
9611,Harry Styles,12.0,1634081.0,Watermelon Sugar,2020-09-11--2020-09-18,0.122,Fine Line,pop,0.548,0.816,0.0,174000.0,0.335,-4.209,95.0,2019-12-13,0.0465,95.39,4.0
9612,AJ Tracey,13.0,1606555.0,West Ten,2020-09-11--2020-09-18,0.334,West Ten,grime,0.843,0.852,0.0,213692.0,0.111,-3.816,78.0,2020-07-02,0.0565,129.972,4.0
9613,Internet Money,14.0,1603724.0,"Lemonade (feat. Gunna, Don Toliver & NAV)",2020-09-11--2020-09-18,0.25,B4 The Storm,pop rap,0.8,0.658,0.0,195428.0,0.111,-6.142,82.0,2020-08-29,0.079,140.042,4.0
9614,Pop Smoke,15.0,1582501.0,For The Night (feat. Lil Baby & DaBaby),2020-09-11--2020-09-18,0.114,Shoot For The Stars Aim For The Moon,brooklyn drill,0.823,0.586,0.0,190476.0,0.193,-6.606,95.0,2020-07-03,0.2,125.971,4.0
9615,Chris Brown,16.0,1550656.0,Go Crazy,2020-09-11--2020-09-18,0.316,Slime & B,dance pop,0.755,0.578,0.0,176960.0,0.25,-8.932,90.0,2020-05-08,0.145,94.148,4.0
9616,The Weeknd,17.0,1495092.0,Blinding Lights,2020-09-11--2020-09-18,0.00146,After Hours,canadian contemporary r&b,0.514,0.73,9.54e-05,200040.0,0.0897,-5.934,96.0,2020-03-20,0.0598,171.005,4.0
9617,Topic,18.0,1431855.0,Breaking Me,2020-09-11--2020-09-18,0.223,Breaking Me,edm,0.789,0.72,0.0,166793.0,0.129,-5.652,93.0,2019-12-19,0.218,122.031,4.0
9618,Tate McRae,19.0,1344813.0,you broke me first,2020-09-11--2020-09-18,0.786,you broke me first,pop,0.642,0.374,0.0,169265.0,0.0906,-9.386,94.0,2020-04-17,0.0545,124.099,4.0
9619,S1mba,20.0,1341875.0,Loose (feat. KSI),2020-09-11--2020-09-18,0.0434,Loose (feat. KSI),afroswing,0.837,0.624,0.0,152436.0,0.141,-4.884,75.0,2020-09-11,0.0763,108.983,4.0
9620,Jason Derulo,21.0,1337765.0,Take You Dancing,2020-09-11--2020-09-18,0.0332,Take You Dancing,dance pop,0.789,0.711,0.0,190306.0,0.0876,-4.248,92.0,2020-07-22,0.041,112.985,4.0
9621,Lady Gaga,22.0,1309801.0,Rain On Me (with Ariana Grande),2020-09-11--2020-09-18,0.021,Chromatica,dance pop,0.672,0.855,0.0,182200.0,0.323,-3.764,83.0,2020-05-29,0.0397,123.056,4.0
9622,Miley Cyrus,23.0,1265755.0,Midnight Sky,2020-09-11--2020-09-18,0.00115,Midnight Sky,dance pop,0.705,0.814,0.00312,223279.0,0.203,-5.466,91.0,2020-08-14,0.0346,110.0,4.0
9623,Clean Bandit,24.0,1208309.0,Tick Tock (feat. 24kGoldn),2020-09-11--2020-09-18,0.369,Tick Tock (feat. 24kGoldn),dance pop,0.779,0.705,7.91e-06,178373.0,0.124,-3.895,87.0,2020-08-21,0.0344,101.022,4.0
9624,Juice WRLD,25.0,1120648.0,Wishing Well,2020-09-11--2020-09-18,0.00336,Legends Never Die,chicago rap,0.65,0.613,0.0,194621.0,0.267,-6.13,91.0,2020-07-10,0.128,149.972,4.0
9625,Regard,26.0,1111618.0,Secrets,2020-09-11--2020-09-18,0.0412,Secrets,edm,0.848,0.768,0.000785,176766.0,0.195,-5.386,84.0,2020-04-24,0.0373,118.961,4.0
9626,Conan Gray,27.0,1103960.0,Heather,2020-09-11--2020-09-18,0.584,Kid Krow,bedroom pop,0.357,0.425,0.0,198040.0,0.322,-7.301,94.0,2020-03-20,0.0333,102.078,3.0
9627,AJ Tracey,28.0,1086377.0,Dinner Guest (feat. MoStack),2020-09-11--2020-09-18,0.265,Dinner Guest (feat. MoStack),grime,0.867,0.648,2.62e-06,198031.0,0.217,-6.942,77.0,2020-04-29,0.253,108.005,4.0
9628,Pop Smoke,29.0,1085480.0,The Woo (feat. 50 Cent & Roddy Ricch),2020-09-11--2020-09-18,0.0221,Shoot For The Stars Aim For The Moon,brooklyn drill,0.49,0.618,3.77e-06,201600.0,0.259,-5.655,89.0,2020-07-03,0.104,99.7,4.0
9629,DJ Khaled,30.0,1054267.0,POPSTAR (feat. Drake),2020-09-11--2020-09-18,0.057,POPSTAR (feat. Drake),dance pop,0.8,0.56,0.0,200221.0,0.134,-4.818,92.0,2020-07-17,0.261,163.071,4.0
9630,Juice WRLD,31.0,1051608.0,Come & Go (with Marshmello),2020-09-11--2020-09-18,0.0172,Legends Never Die,chicago rap,0.625,0.814,0.0,205484.0,0.158,-5.181,90.0,2020-07-10,0.0657,144.991,4.0
9631,Tion Wayne,32.0,1029435.0,I Dunno (feat. Dutchavelli & Stormzy),2020-09-11--2020-09-18,0.0954,I Dunno (feat. Dutchavelli & Stormzy),london rap,0.821,0.666,0.0,178137.0,0.319,-7.237,77.0,2020-05-29,0.342,145.066,4.0
9632,S1mba,33.0,1015856.0,Rover (feat. DTG),2020-09-11--2020-09-18,0.496,Rover (feat. DTG),afroswing,0.613,0.624,0.0,167916.0,0.283,-6.66,82.0,2020-03-04,0.206,62.948,5.0
9633,Becky Hill,34.0,998155.0,Heaven On My Mind (with Sigala),2020-09-11--2020-09-18,0.0313,Heaven On My Mind (with Sigala),dance pop,0.71,0.891,0.0,192573.0,0.365,-3.116,77.0,2020-06-25,0.0749,125.024,4.0
9634,SAINt JHN,35.0,985511.0,Roses - Imanbek Remix,2020-09-11--2020-09-18,0.0149,Roses (Imanbek Remix),melodic rap,0.785,0.721,0.00432,176218.0,0.285,-5.457,81.0,2019-09-13,0.0506,121.962,4.0
9635,BTS,36.0,955725.0,Dynamite,2020-09-11--2020-09-18,0.0112,Dynamite (DayTime Version),k-pop,0.746,0.765,0.0,199053.0,0.0936,-4.41,97.0,2020-08-28,0.0993,114.044,4.0
9636,Dermot Kennedy,37.0,935897.0,Giants,2020-09-11--2020-09-18,0.014,Without Fear,folk-pop,0.572,0.833,5.77e-05,177173.0,0.129,-5.291,72.0,2019-10-04,0.0754,158.104,4.0
9637,PS1,38.0,914455.0,Fake Friends (feat. Alex Hosking),2020-09-11--2020-09-18,0.0474,Fake Friends (feat. Alex Hosking),Missing,0.667,0.892,0.00083,173663.0,0.374,-4.611,73.0,2020-03-20,0.0451,122.981,4.0
